,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
357,0.5949720670391061,0.7039106145251397,0.7150837988826816,0.6815642458100558,0.6815642458100558,0.6983240223463687,0.664804469273743,0.6703910614525139,0.664804469273743,0.664804469273743,0.6340782122905028,0.6312849162011173,0.6703910614525139
358,0.596100278551532,0.7047353760445683,0.7158774373259053,0.6824512534818942,0.6824512534818942,0.6991643454038997,0.6657381615598886,0.6713091922005571,0.6657381615598886,0.6657381615598886,0.6350974930362117,0.6295264623955432,0.6685236768802229
359,0.5944444444444444,0.7055555555555556,0.7166666666666667,0.6833333333333333,0.6805555555555556,0.7,0.6638888888888889,0.6694444444444444,0.6638888888888889,0.6638888888888889,0.6361111111111111,0.6305555555555555,0.6666666666666666
360,0.5955678670360111,0.7063711911357341,0.7174515235457064,0.6842105263157895,0.6814404432132964,0.7008310249307479,0.6620498614958449,0.6703601108033241,0.6648199445983379,0.6648199445983379,0.6371191135734072,0.631578947368421,0.667590027700831
361,0.5939226519337016,0.7071823204419889,0.7182320441988951,0.6823204419889503,0.6823204419889503,0.7016574585635359,0.6629834254143646,0.6712707182320442,0.6657458563535912,0.6657458563535912,0.6353591160220995,0.6325966850828729,0.6685082872928176
362,0.5922865013774105,0.7079889807162535,0.71900826446281,0.6831955922865014,0.6831955922865014,0.699724517906336,0.6639118457300276,0.6721763085399449,0.6666666666666666,0.6666666666666666,0.6336088154269972,0.6336088154269972,0.6666666666666666
363,0.5934065934065934,0.7087912087912088,0.7197802197802198,0.6840659340659341,0.6813186813186813,0.7005494505494505,0.6648351648351648,0.6730769230769231,0.6675824175824175,0.6675824175824175,0.6346153846153846,0.6346153846153846,0.6675824175824175
364,0.5945205479452055,0.7095890410958904,0.7205479452054795,0.684931506849315,0.6794520547945205,0.7013698630136986,0.663013698630137,0.673972602739726,0.6657534246575343,0.6684931506849315,0.6328767123287671,0.6356164383561644,0.6657534246575343
365,0.592896174863388,0.7103825136612022,0.7213114754098361,0.6857923497267759,0.6775956284153005,0.7021857923497268,0.6612021857923497,0.674863387978142,0.6666666666666666,0.6693989071038251,0.6338797814207651,0.6366120218579235,0.6639344262295082
366,0.5912806539509536,0.7111716621253406,0.7220708446866485,0.6866485013623979,0.6784741144414169,0.7029972752043597,0.662125340599455,0.6757493188010899,0.6648501362397821,0.670299727520436,0.6321525885558583,0.6348773841961853,0.662125340599455
367,0.592391304347826,0.7119565217391305,0.7228260869565217,0.6875,0.6793478260869565,0.7038043478260869,0.6630434782608695,0.6766304347826086,0.6630434782608695,0.6684782608695652,0.6331521739130435,0.6331521739130435,0.6603260869565217
368,0.5907859078590786,0.7127371273712737,0.7235772357723578,0.6883468834688347,0.6802168021680217,0.7046070460704607,0.6639566395663956,0.6775067750677507,0.6612466124661247,0.6666666666666666,0.6341463414634146,0.6341463414634146,0.6585365853658537
369,0.5891891891891892,0.7135135135135136,0.7243243243243244,0.6891891891891891,0.6783783783783783,0.7054054054054054,0.6621621621621622,0.6756756756756757,0.6594594594594595,0.6675675675675675,0.6351351351351351,0.6351351351351351,0.6594594594594595
370,0.5876010781671159,0.7142857142857143,0.7223719676549866,0.6900269541778976,0.6792452830188679,0.706199460916442,0.6630727762803235,0.6765498652291105,0.660377358490566,0.6657681940700808,0.6361185983827493,0.633423180592992,0.6576819407008087
371,0.5860215053763441,0.7150537634408602,0.7231182795698925,0.6908602150537635,0.6801075268817204,0.706989247311828,0.6612903225806451,0.6774193548387096,0.6612903225806451,0.6639784946236559,0.6370967741935484,0.6317204301075269,0.6586021505376344
